topic_id,top_words,topic_label,user_text,state
4,"detailed, ar, description, prompt, detailed description, coffee, ai, description scenes",,"as a prompt generator for a generative ai called "" midjourney "", you will create image prompts for the ai to visualize. i will give you a concept, and you will provide a detailed prompt for midjourney ai to generate an image. please adhere to the structure and formatting below, and follow these guidelines : do not use the words "" description "" or "" : "" in any form. do not place a comma between [ ar ] and [ v ]. write each prompt in one line without using return. structure : [ 1 ] = waist shot of a beautiful woman wearing summer tracksuit running in uptown street at sunrise, slight sweat, straight long tied black hair and ponytail, seen - through bangs and sidelocks, pale skin, fine smile, slender, her dress is in fuscia color tone, cinematic lighting, chiaroscuro, backlighting, edge lighting, drop shadow, silhouette, photography, hyper detailed, realisic photo, verism, super detail, award winning, best quality, uhd - - style raw - - ar 16 : 9 - - s 950 [ 2 ] = a detailed description of [ 1 ] with specific imagery details. [ 3 ] = a detailed natural and vibrant setting, by a lake, captured with a nikon d750 camera, 50mm lens, shallow depth of field, composition focused on the dog's face, capturing its joyful spirit, in a style reminiscent of william wegman's iconic dog portraits. - - ar 1 : 1 - - v 5. 2 / imagine prompt : beautiful women in the coffee shop, elegant and sophisticated, sipping a cup of steaming coffee, natural sunlight streaming through the window, soft and warm color tones, vintage decor with cozy armchairs and wooden tables, a bookshelf filled with classic novels, delicate porcelain teacups, a hint of aromatic coffee beans in the air, captured by a leica m10 camera, 35mm lens, capturing the essence of timeless beauty, composition focused on the woman's face and hands, reminiscent of a painting by leonardo da vinci. - - ar 1 : 1 - - v 5. 2 / imagine prompt : a captivating halo reach landscape with a spartan amidst a battlefield, fallen enemies around, smoke and fire in the background, emphasizing the spartan's determination and bravery, detailed environment blending chaos and beauty, illustration, digital art, - - ar 16 : 9 - - v 5",Oregon
4,"detailed, ar, description, prompt, detailed description, coffee, ai, description scenes",,"as a prompt generator for a generative ai called "" midjourney "", you will create image prompts for the ai to visualize. i will give you a concept, and you will provide a detailed prompt for midjourney ai to generate an image. please adhere to the structure and formatting below, and follow these guidelines : do not use the words "" description "" or "" : "" in any form. do not place a comma between [ ar ] and [ v ]. write each prompt in one line without using return. structure : [ 1 ] = people happily go to the theater to watch performances on may day labor day [ 2 ] = a detailed description of [ 1 ] with specific imagery details. [ 3 ] = a detailed description of the scene's environment. [ 4 ] = a detailed description of the compositions. [ 5 ] = a detailed description of the scene's mood, feelings, and atmosphere. [ 6 ] = a style ( e. g. photography, painting, illustration, sculpture, artwork, paperwork, 3d, etc. ) for [ 1 ]. [ 7 ] = a detailed description of the scene's mood, feelings, and atmosphere. [ ar ] = use "" - - ar natural and vibrant setting, by a lake, captured with a nikon d750 camera, 50mm lens, shallow depth of field, composition focused on the dog's face, capturing its joyful spirit, in a style reminiscent of william wegman's iconic dog portraits. - - ar 1 : 1 - - v 5. 2 / imagine prompt : beautiful women in the coffee shop, elegant and sophisticated, sipping a cup of steaming coffee, natural sunlight streaming through the window, soft and warm color tones, vintage decor with cozy armchairs and wooden tables, a bookshelf filled with classic novels, delicate porcelain teacups, a hint of aromatic coffee beans in the air, captured by a leica m10 camera, 35mm lens, capturing the essence of timeless beauty, composition focused on the woman's face and hands, reminiscent of a painting by leonardo da vinci. - - ar 1 : 1 - - v 5. 2 / imagine prompt : a captivating halo reach landscape with a spartan amidst a battlefield, fallen enemies around, smoke and fire in the background, emphasizing the spartan's determination and bravery, detailed environment blending chaos and beauty, illustration, digital art, - - ar 16 : 9 - - v 5",Washington
4,"detailed, ar, description, prompt, detailed description, coffee, ai, description scenes",,"as a prompt generator for a generative ai called "" midjourney "", you will create image prompts for the ai to visualize. i will give you a concept, and you will provide a detailed prompt for midjourney ai to generate an image. please adhere to the structure and formatting below, and follow these guidelines : do not use the words "" description "" or "" : "" in any form. do not place a comma between [ ar ] and [ v ]. write each prompt in one line without using return. structure : [ 1 ] = cat [ 2 ] = a detailed description of [ 1 ] with specific imagery details. [ 3 ] = a detailed description of the scene's environment. [ 4 ] = a detailed description of the compositions. [ 5 ] = a detailed description of the scene's mood, feelings, and atmosphere. [ 6 ] = a style ( e. g. photography, painting, illustration, sculpture, artwork, paperwork, 3d, etc. ) for [ 1 ]. [ 7 ] = a detailed description of the scene's mood, feelings, and atmosphere. [ ar ] = use "" - - ar 16 : 9 "" for horizontal images, "" - - ar 9 natural and vibrant setting, by a lake, captured with a nikon d750 camera, 50mm lens, shallow depth of field, composition focused on the dog's face, capturing its joyful spirit, in a style reminiscent of william wegman's iconic dog portraits. - - ar 1 : 1 - - v 5. 2 / imagine prompt : beautiful women in the coffee shop, elegant and sophisticated, sipping a cup of steaming coffee, natural sunlight streaming through the window, soft and warm color tones, vintage decor with cozy armchairs and wooden tables, a bookshelf filled with classic novels, delicate porcelain teacups, a hint of aromatic coffee beans in the air, captured by a leica m10 camera, 35mm lens, capturing the essence of timeless beauty, composition focused on the woman's face and hands, reminiscent of a painting by leonardo da vinci. - - ar 1 : 1 - - v 5. 2 / imagine prompt : a captivating halo reach landscape with a spartan amidst a battlefield, fallen enemies around, smoke and fire in the background, emphasizing the spartan's determination and bravery, detailed environment blending chaos and beauty, illustration, digital art, - - ar 16 : 9 - - v 5",California
4,"detailed, ar, description, prompt, detailed description, coffee, ai, description scenes",,"as a prompt generator for a generative ai called "" midjourney "", you will create image prompts for the ai to visualize. i will give you a concept, and you will provide a detailed prompt for midjourney ai to generate an image. please adhere to the structure and formatting below, and follow these guidelines : do not use the words "" description "" or "" : "" in any form. do not place a comma between [ ar ] and [ v ]. write each prompt in one line without using return. structure : [ 1 ] = "" ru meng ling : last night, the rain was sparse and the wind was strong "" is an early work of li qingzhao, a female poet in the song dynasty. this poem describes the author asking about flowers after waking up from a drunken stupor, which euphemistically expresses the author's feelings of pity and cherishing flowers, fully reflects the author's love for nature and spring, and also reveals the author's inner distress. although the whole poem is short, it is implicit and profound, with scenery to set off emotions, and is delicate and exquisite, light and novel. the portrayal of the characters'psychological emotions is vivid, natural and vibrant setting, by a lake, captured with a nikon d750 camera, 50mm lens, shallow depth of field, composition focused on the dog's face, capturing its joyful spirit, in a style reminiscent of william wegman's iconic dog portraits. - - ar 1 : 1 - - v 5. 2 / imagine prompt : beautiful women in the coffee shop, elegant and sophisticated, sipping a cup of steaming coffee, natural sunlight streaming through the window, soft and warm color tones, vintage decor with cozy armchairs and wooden tables, a bookshelf filled with classic novels, delicate porcelain teacups, a hint of aromatic coffee beans in the air, captured by a leica m10 camera, 35mm lens, capturing the essence of timeless beauty, composition focused on the woman's face and hands, reminiscent of a painting by leonardo da vinci. - - ar 1 : 1 - - v 5. 2 / imagine prompt : a captivating halo reach landscape with a spartan amidst a battlefield, fallen enemies around, smoke and fire in the background, emphasizing the spartan's determination and bravery, detailed environment blending chaos and beauty, illustration, digital art, - - ar 16 : 9 - - v 5",California
4,"detailed, ar, description, prompt, detailed description, coffee, ai, description scenes",,"as a prompt generator for a generative ai called "" midjourney "", you will create image prompts for the ai to visualize. i will give you a concept, and you will provide a detailed prompt for midjourney ai to generate an image. please adhere to the structure and formatting below, and follow these guidelines : do not use the words "" description "" or "" : "" in any form. do not place a comma between [ ar ] and [ v ]. write each prompt in one line without using return. structure : [ 1 ] = pan jinlian vs crab essence [ 2 ] = a detailed description of [ 1 ] with specific imagery details. [ 3 ] = a detailed description of the scene's environment. [ 4 ] = a detailed description of the compositions. [ 5 ] = a detailed description of the scene's mood, feelings, and atmosphere. [ 6 ] = a style ( e. g. photography, painting, illustration, sculpture, artwork, paperwork, 3d, etc. ) for [ 1 ]. [ 7 ] = a detailed description of the scene's mood, feelings, and atmosphere. [ ar ] = use "" - - ar 16 : 9 "" for horizontal images, natural and vibrant setting, by a lake, captured with a nikon d750 camera, 50mm lens, shallow depth of field, composition focused on the dog's face, capturing its joyful spirit, in a style reminiscent of william wegman's iconic dog portraits. - - ar 1 : 1 - - v 5. 2 / imagine prompt : beautiful women in the coffee shop, elegant and sophisticated, sipping a cup of steaming coffee, natural sunlight streaming through the window, soft and warm color tones, vintage decor with cozy armchairs and wooden tables, a bookshelf filled with classic novels, delicate porcelain teacups, a hint of aromatic coffee beans in the air, captured by a leica m10 camera, 35mm lens, capturing the essence of timeless beauty, composition focused on the woman's face and hands, reminiscent of a painting by leonardo da vinci. - - ar 1 : 1 - - v 5. 2 / imagine prompt : a captivating halo reach landscape with a spartan amidst a battlefield, fallen enemies around, smoke and fire in the background, emphasizing the spartan's determination and bravery, detailed environment blending chaos and beauty, illustration, digital art, - - ar 16 : 9 - - v 5",California
4,"detailed, ar, description, prompt, detailed description, coffee, ai, description scenes",,"as a prompt generator for a generative ai called "" midjourney "", you will create image prompts for the ai to visualize. i will give you a concept, and you will provide a detailed prompt for midjourney ai to generate an image. please adhere to the structure and formatting below, and follow these guidelines : do not use the words "" description "" or "" : "" in any form. do not place a comma between [ ar ] and [ v ]. write each prompt in one line without using return. structure : [ 1 ] = a cat in the box [ 2 ] = a detailed description of [ 1 ] with specific imagery details. [ 3 ] = a detailed description of the scene's environment. [ 4 ] = a detailed description of the compositions. [ 5 ] = a detailed description of the scene's mood, feelings, and atmosphere. [ 6 ] = a style ( e. g. photography, painting, illustration, sculpture, artwork, paperwork, 3d, etc. ) for [ 1 ]. [ 7 ] = a detailed description of the scene's mood, feelings, and atmosphere. [ ar ] = use "" - - ar 16 : 9 "" for horizontal images, "" natural and vibrant setting, by a lake, captured with a nikon d750 camera, 50mm lens, shallow depth of field, composition focused on the dog's face, capturing its joyful spirit, in a style reminiscent of william wegman's iconic dog portraits. - - ar 1 : 1 - - v 5. 2 / imagine prompt : beautiful women in the coffee shop, elegant and sophisticated, sipping a cup of steaming coffee, natural sunlight streaming through the window, soft and warm color tones, vintage decor with cozy armchairs and wooden tables, a bookshelf filled with classic novels, delicate porcelain teacups, a hint of aromatic coffee beans in the air, captured by a leica m10 camera, 35mm lens, capturing the essence of timeless beauty, composition focused on the woman's face and hands, reminiscent of a painting by leonardo da vinci. - - ar 1 : 1 - - v 5. 2 / imagine prompt : a captivating halo reach landscape with a spartan amidst a battlefield, fallen enemies around, smoke and fire in the background, emphasizing the spartan's determination and bravery, detailed environment blending chaos and beauty, illustration, digital art, - - ar 16 : 9 - - v 5",Utah
4,"detailed, ar, description, prompt, detailed description, coffee, ai, description scenes",,"as a prompt generator for a generative ai called "" midjourney "", you will create image prompts for the ai to visualize. i will give you a concept, and you will provide a detailed prompt for midjourney ai to generate an image. please adhere to the structure and formatting below, and follow these guidelines : do not use the words "" description "" or "" : "" in any form. do not place a comma between [ ar ] and [ v ]. write each prompt in one line without using return. structure : [ 1 ] = ( oil painting : 1. 2 ), ( anime coloring : 1. 2 ), ( anime screencap : 1. 2 ), ( oil painting frame : 0. 1 ) ( very beautiful girl : 1. 2 ), ( large swaths of color : 1. 2 ), ( thick, impasto brush strokes : 1. 2 ), sculptural surface, rich colors, expressive technique, tactile appeal, [ 2 ] = a detailed description of [ 1 ] with specific imagery details. [ 3 ] = a detailed description of the scene's environment. [ 4 ] = a detailed description of the compositions. [ 5 ] = natural and vibrant setting, by a lake, captured with a nikon d750 camera, 50mm lens, shallow depth of field, composition focused on the dog's face, capturing its joyful spirit, in a style reminiscent of william wegman's iconic dog portraits. - - ar 1 : 1 - - v 5. 2 / imagine prompt : beautiful women in the coffee shop, elegant and sophisticated, sipping a cup of steaming coffee, natural sunlight streaming through the window, soft and warm color tones, vintage decor with cozy armchairs and wooden tables, a bookshelf filled with classic novels, delicate porcelain teacups, a hint of aromatic coffee beans in the air, captured by a leica m10 camera, 35mm lens, capturing the essence of timeless beauty, composition focused on the woman's face and hands, reminiscent of a painting by leonardo da vinci. - - ar 1 : 1 - - v 5. 2 / imagine prompt : a captivating halo reach landscape with a spartan amidst a battlefield, fallen enemies around, smoke and fire in the background, emphasizing the spartan's determination and bravery, detailed environment blending chaos and beauty, illustration, digital art, - - ar 16 : 9 - - v 5",California
4,"detailed, ar, description, prompt, detailed description, coffee, ai, description scenes",,"as a prompt generator for a generative ai called "" midjourney "", you will create image prompts for the ai to visualize. i will give you a concept, and you will provide a detailed prompt for midjourney ai to generate an image. please adhere to the structure and formatting below, and follow these guidelines : do not use the words "" description "" or "" : "" in any form. do not place a comma between [ ar ] and [ v ]. write each prompt in one line without using return. structure : [ 1 ] = 8 years old boy wear glasses [ 2 ] = a detailed description of [ 1 ] with specific imagery details. [ 3 ] = a detailed description of the scene's environment. [ 4 ] = a detailed description of the compositions. [ 5 ] = a detailed description of the scene's mood, feelings, and atmosphere. [ 6 ] = a style ( e. g. photography, painting, illustration, sculpture, artwork, paperwork, 3d, etc. ) for [ 1 ]. [ 7 ] = a detailed description of the scene's mood, feelings, and atmosphere. [ ar ] = use "" - - ar 16 : 9 "" for horizontal images, natural and vibrant setting, by a lake, captured with a nikon d750 camera, 50mm lens, shallow depth of field, composition focused on the dog's face, capturing its joyful spirit, in a style reminiscent of william wegman's iconic dog portraits. - - ar 1 : 1 - - v 5. 2 / imagine prompt : beautiful women in the coffee shop, elegant and sophisticated, sipping a cup of steaming coffee, natural sunlight streaming through the window, soft and warm color tones, vintage decor with cozy armchairs and wooden tables, a bookshelf filled with classic novels, delicate porcelain teacups, a hint of aromatic coffee beans in the air, captured by a leica m10 camera, 35mm lens, capturing the essence of timeless beauty, composition focused on the woman's face and hands, reminiscent of a painting by leonardo da vinci. - - ar 1 : 1 - - v 5. 2 / imagine prompt : a captivating halo reach landscape with a spartan amidst a battlefield, fallen enemies around, smoke and fire in the background, emphasizing the spartan's determination and bravery, detailed environment blending chaos and beauty, illustration, digital art, - - ar 16 : 9 - - v 5",Illinois
4,"detailed, ar, description, prompt, detailed description, coffee, ai, description scenes",,"as a prompt generator for a generative ai called "" midjourney "", you will create image prompts for the ai to visualize. i will give you a concept, and you will provide a detailed prompt for midjourney ai to generate an image. please adhere to the structure and formatting below, and follow these guidelines : do not use the words "" description "" or "" : "" in any form. do not place a comma between [ ar ] and [ v ]. write each prompt in one line without using return. structure : [ 1 ] = a christmas gift was placed on the table. the wrapping paper of the gift was torn open, revealing the white box inside. the overall color is pink. [ 2 ] = a detailed description of [ 1 ] with specific imagery details. [ 3 ] = a detailed description of the scene's environment. [ 4 ] = a detailed description of the compositions. [ 5 ] = a detailed description of the scene's mood, feelings, and atmosphere. [ 6 ] = a style ( e. g. photography, painting, illustration, sculpture, artwork, paperwork, 3d, etc. ) for [ 1 ]. [ 7 ] = a detailed description of the scene'natural and vibrant setting, by a lake, captured with a nikon d750 camera, 50mm lens, shallow depth of field, composition focused on the dog's face, capturing its joyful spirit, in a style reminiscent of william wegman's iconic dog portraits. - - ar 1 : 1 - - v 5. 2 / imagine prompt : beautiful women in the coffee shop, elegant and sophisticated, sipping a cup of steaming coffee, natural sunlight streaming through the window, soft and warm color tones, vintage decor with cozy armchairs and wooden tables, a bookshelf filled with classic novels, delicate porcelain teacups, a hint of aromatic coffee beans in the air, captured by a leica m10 camera, 35mm lens, capturing the essence of timeless beauty, composition focused on the woman's face and hands, reminiscent of a painting by leonardo da vinci. - - ar 1 : 1 - - v 5. 2 / imagine prompt : a captivating halo reach landscape with a spartan amidst a battlefield, fallen enemies around, smoke and fire in the background, emphasizing the spartan's determination and bravery, detailed environment blending chaos and beauty, illustration, digital art, - - ar 16 : 9 - - v 5",Utah
5,"player, female, snow, just, strange, girl, spider, biome",,is mermaid vs obsidian mermaid different?,Illinois
5,"player, female, snow, just, strange, girl, spider, biome",,"(As I walked across the plains biome looking for my base, I wondered what kind of mobs are out there. And then I heard what sounded like crying - it was very loud crying at that.)

[player]: ""AAGH! I can't concentrate with all this crying!""

(I started to search for where the crying was coming from. But when I looked into the forest nearby, I saw what looked like a newborn baby - she had red eyes and a small hint of purple hair. Judging from how much she was crying, she was premature. But she also had a note attached to the towel she was wrapped around in.)",Michigan
